"objectid","name","inc_crc","updated_at","geom_4326","geom_3414","x","y"
63898,KEW AVE PG,AAEA715A59F59067,"20250124001423",POINT (103.94845050181046 1.321626538764096),POINT (40813.04900003495 33764.56179991465),40813.049,33764.5617968
63899,KEW CRESCENT PG,F8E5ACA87D01CE26,"20250124001423",POINT (103.94858574719049 1.3191875527595336),POINT (40828.11300003395 33494.871399912096),40828.113,33494.8713763
60610,WARINGIN PK PG,"1D0AB0B03A39EB0C","20250124001423",POINT (103.91917852870084 1.3230230142973407),POINT (37555.358500034556 33918.84529991768),37555.3585,33918.84529154
60611,ARTHUR PK,"8A4F1DD49BD1BE10","20250124001423",POINT (103.88821400899496 1.3038882288096683),POINT (34109.36050003382 31802.920399887047),34109.3605,31802.92035668
60612,LORONG 40 GEYLANG PG,"272BA370C566497B","20250124001423",POINT (103.88936940225831 1.3136330007924444),POINT (34237.921200033976 32880.45049990319),34237.9211573,32880.45049999
60613,GUILLEMARD RD OS,AA1CDB81A851A8EF,"20250124001423",POINT (103.89239730438597 1.3145512726889046),POINT (34574.89550003347 32981.996099903525),34574.8955,32981.99606961
60614,SHELFORD RD PG,"46A7BFC612AADE33","20250124001423",POINT (103.81043241139626 1.3283701211196801),POINT (25453.003500035506 34509.947499925576),25453.00354325,34509.94754999
60615,ZHENGHUA NATURE PARK,"806A5C5E3BF6F35A","20250124001423",POINT (103.77835108165957 1.3678343883469395),POINT (21882.777200035816 38873.76279998771),21882.77725,38873.7628028
60616,BUKIT BATOK TOWN PARK,"83F94BB7D9A4B301","20250124001423",POINT (103.75607205285507 1.3573543336113614),POINT (19403.350200034336 37714.99899997065),19403.35015,37714.99902186
60617,BUKIT BATOK NATURE PARK,"38FFB2F9BDE82F70","20250124001423",POINT (103.76462219368499 1.3500086942922516),POINT (20354.860000034565 36902.72639995851),20354.85999161,36902.7264
60618,LABRADOR NATURE PARK,D77F75524936D776,"20250124001423",POINT (103.80339748868586 1.264366934457831),POINT (24670.00480003419 27432.812499826447),24670.0047974,27432.8125
60619,PULAU SEKUDU,"0D4FFB1589A9C035","20250124001423",POINT (103.98804174981142 1.403917815667457),POINT (45218.59000003363 42864.184500042655),45218.59,42864.18453343
60620,GOLDHILL AVE PG,DAD57177F4EC3B5A,"20250124001423",POINT (103.83317379982168 1.321133417174904),POINT (27983.88750003502 33709.73809991433),27983.8875,33709.73812865
60621,ORCHARD FOUNTAIN CORNER,C9D02AC00C381299,"20250124001423",POINT (103.8376107067862 1.3015871255999711),POINT (28477.675000034986 31548.410099884197),28477.675,31548.41005207
60622,WAR MEMORIAL PK,"5A50E7F93A86EFAF","20250124001423",POINT (103.85481847201595 1.292824513159335),POINT (30392.75200003468 30579.49529987121),30392.752,30579.49528758
60623,DHOBY GHAUT GREEN,A79871C90272DEF0,"20250124001423",POINT (103.84584933421797 1.2984301269494924),POINT (29394.561500035743 31199.32849988011),29394.56148138,31199.32849999
60624,HANDY RD OS,"21E0F9BEF0688DD3","20250124001423",POINT (103.84780697048458 1.299057054658332),POINT (29612.428600034546 31268.652099880812),29612.42863377,31268.65209999
60625,KANDIS GARDEN,"63DC49C904C1690A","20250124001423",POINT (103.83564474294631 1.4561915535798389),POINT (28258.864400034956 48643.782000123996),28258.86443184,48643.78199998
60626,TELOK AYER GREEN,"993B556431CC548D","20250124001423",POINT (103.84764373601121 1.2814651634427598),POINT (29594.27300003469 29323.431399852154),29594.273,29323.43135227
60627,BROOK'S PARK,F6DD8E318D730A3E,"20250124001423",POINT (103.82297934779446 1.405608188196776),POINT (26849.38610003409 43050.53040004626),26849.38609033,43050.53044998
60628,PAVILION PARK PLAYGROUND,"260796DD20119E43","20250124001423",POINT (103.75197729239298 1.372285673351358),POINT (18947.706000036123 39366.04709999409),18947.70595,39366.04713732
60629,DUCHESS PK,CB1C8184D887C04F,"20250124001423",POINT (103.80547941573253 1.3242903125398258),POINT (24901.780600034792 34058.82879991976),24901.78055,34058.82880389
60630,VICTORIA PARK PLAYGROUND,"700E96A59E39ED0D","20250124001423",POINT (103.80180993643792 1.321902799396018),POINT (24493.401000034544 33794.83469991532),24493.401,33794.83474892
60631,KING'S DR PG,A77CC2F78AD99079,"20250124001423",POINT (103.80606154202395 1.3190866751121297),POINT (24966.55910003532 33483.43649991126),24966.55911008,33483.43649999
60632,KAMPONG GLAM PK,C0076732549FABB3,"20250124001423",POINT (103.86299607104655 1.3024454354309778),POINT (31302.835600035716 31643.33659988561),31302.83555,31643.33661475
60633,JLN DAUD PK,B7631FCD046EBE24,"20250124001423",POINT (103.90710085142925 1.325826850033249),POINT (36211.22310003366 34228.836099922715),36211.22305,34228.83608923
60634,JLN EUNOS INTERIM PK,E7CF3D8D8300BEDC,"20250124001423",POINT (103.90600138050888 1.3249340929144309),POINT (36088.86590003336 34130.11589992103),36088.8659,34130.11591233
60635,JLN AWANG INTERIM PK,AD80031540C569E1,"20250124001423",POINT (103.90586782493945 1.323882729508875),POINT (36074.005900034164 34013.86099991841),36074.00585407,34013.86099999
60636,JLN YASIN INTERIM PK,"19D44B9071A4EC76","20250124001423",POINT (103.90555486606854 1.3213610329670973),POINT (36039.18480003454 33735.02349991416),36039.18475,33735.02348905
60637,SENNETT AVE LINEAR PK,A19196826D5AD622,"20250124001423",POINT (103.93596368818606 1.3175811142104479),POINT (39423.40650003342 33317.17789990862),39423.4065,33317.17794546
60638,JALAN ISHAK PARK,"5B13855E198E04FF","20250124001423",POINT (103.90719783457328 1.3241437952211907),POINT (36222.02190003467 34042.7326999188),36222.0219,34042.73269168
60639,LORONG MARICAN PARK,"91DDC55B911E296A","20250124001423",POINT (103.90793148364665 1.3238874167090788),POINT (36303.67060003541 34014.386099918614),36303.67058581,34014.38614999
60640,LORONG MARZUKI PARK,C8E9E0D959BD6B24,"20250124001423",POINT (103.90833923340004 1.3237972700028935),POINT (36349.04940003365 34004.41949991947),36349.04937865,34004.41949999
60641,MACRITCHIE RESERVOIR PK,C63F8722C56BC267,"20250124001423",POINT (103.83628135800585 1.34345090908669),POINT (28329.725000033333 36177.492199949455),28329.72500548,36177.49219999
60642,ARMENIAN STREET (FCP),CAE44C0BD634A79E,"20250124001423",POINT (103.8495024035567 1.2944825682465135),POINT (29801.118400033825 30762.830099873136),29801.11835,30762.83008188
60643,CANNING RISE (FCP),"38279951E08F88C3","20250124001423",POINT (103.84788253737088 1.296415185814537),POINT (29620.8402000351 30976.527899875375),29620.8402,30976.52791609
60644,BUKIT CANBERRA,"70D4E8436CCFE4CF","20250124001423",POINT (103.8249700768399 1.447640312512903),POINT (27070.94370003481 47698.230200111095),27070.9437,47698.2301961
60645,KING'S RD PARK,C73501EA4B3B7FDA,"20250124001423",POINT (103.8048970870775 1.3168886174972017),POINT (24836.96390003421 33240.38799990827),24836.96389624,33240.38799999
60646,GROVE LANE PG,F924179FB0E5B1CB,"20250124001423",POINT (103.7842062105903 1.3137632887404946),POINT (22534.26300003396 32894.8408999033),22534.263,32894.84093
60647,HOLLAND VILLAGE PK,"97CCE90B557939A9","20250124001423",POINT (103.79554394732374 1.311730245144776),POINT (23796.04150003469 32670.0153998999),23796.0415,32670.01542871
60648,IRAU DRIVE PLAYGROUND,"85A463B512CA9430","20250124001423",POINT (103.84006882882946 1.4619435384991928),POINT (28751.1915000349 49279.80870013404),28751.19152239,49279.80874998
60649,BENG WAN RD PG,BB9901036C82DB21,"20250124001423",POINT (103.86583529863027 1.3238060154412399),POINT (31618.78520003422 34005.283999918734),31618.78515,34005.28395463
60650,MUGLISTON PK PG,D15504FBC1767D90,"20250124001423",POINT (103.87790631675026 1.3854458918400063),POINT (32962.04350003311 40821.129900013606),32962.04345,40821.12989337
60651,YISHUN NEIGHBOURHOOD PK,A4C0C3E2705FA843,"20250124001423",POINT (103.83505796157499 1.4377572398701586),POINT (28193.56670003479 46605.40800009552),28193.5666724,46605.40799998
60652,MAYFAIR PK,"1E6273357F79EED6","20250124001423",POINT (103.78089287498761 1.341555520000072),POINT (22165.58550003391 35967.97209994715),22165.58551008,35967.97209999
60653,CARMICHAEL RD PG,"16E8280000E63A58","20250124001423",POINT (103.86300718141767 1.3426814392412174),POINT (31304.018900034967 36092.42799994743),31304.01894901,36092.42799999
60654,JUPITER PLAYGROUND,B6101693875A3A4F,"20250124001423",POINT (103.8251367708756 1.358271167175543),POINT (27089.45950003432 37816.24199997278),27089.45952816,37816.24204999
60655,HOLLAND GROVE VIEW FC,"9F8974D708EA1B4E","20250124001423",POINT (103.78278534837222 1.3124745780952878),POINT (22376.131700034475 32752.34499990182),22376.13165789,32752.34499999
60656,POH HUAT RD PG,"32D647C914709B1C","20250124001423",POINT (103.88161112353755 1.3669371159297643),POINT (33374.382500033644 38774.53089998536),33374.3825,38774.53090464
63681,RICHARDS AVE PK,"69C92B40C0A2CDC0","20250124001423",POINT (103.8821291218715 1.3609285905489943),POINT (33432.04300003292 38110.139699975625),33432.043,38110.13965238
63682,TAMPINES ECO GREEN PK,"24D6B4E2FFB75469","20250124001423",POINT (103.94837674998735 1.363710485093235),POINT (40804.62220003414 38417.99839998157),40804.62222643,38417.99844999
63683,NORTH BRIDGE GARDEN,"2FBC957BAACB29E2","20250124001423",POINT (103.86214555169653 1.3041093226000757),POINT (31208.1784000339 31827.319599887258),31208.17835,31827.31960539
63684,GENTLE DR PG,CA7AB973D805E388,"20250124001423",POINT (103.84070309190496 1.3203688056662144),POINT (28821.823400034296 33625.19249991426),28821.82343245,33625.19249999
63685,SBG LC ZONE 3 (NOG/PV),"1E1F5E0152489C5E","20250124001423",POINT (103.81406091213861 1.3129062754457883),POINT (25856.805300036187 32800.03129990263),25856.8053,32800.03130303
63686,SBG LC ZONE 2 (CC/BTC),"73F7FE1603AE182E","20250124001423",POINT (103.8169579771443 1.3210034671801372),POINT (26179.226900034326 33695.374899914525),26179.2269,33695.37492177
63687,VENUS GREEN,"8C8BAE8461D682D3","20250124001423",POINT (103.82726623397681 1.3586716314674199),POINT (27326.444200034308 37860.52259997362),27326.44419925,37860.52264999
63688,NATIVE PLANT CENTRE,F08D640F3BD9B318,"20250124001423",POINT (103.72747774076977 1.417275032314564),POINT (16221.425400033993 44340.85770006345),16221.42541347,44340.85769999
63689,MAYFLOWER CRESCENT PG,"60C18406B59E7834","20250124001423",POINT (103.83952885224149 1.3727323067422557),POINT (28691.127400035304 39415.28049999505),28691.12743434,39415.28054999
63690,ELLINGTON SQUARE PLAYGROUND,"87C888B5BA5D9355","20250124001423",POINT (103.83453036042759 1.3720023089670559),POINT (28134.856500034253 39334.560199993735),28134.8565,39334.56019143
63691,ST. NICHOLAS VIEW PLAYGROUND,"082D42E394FDD5B9","20250124001423",POINT (103.83278502528952 1.3716264409438255),POINT (27940.622000036175 39292.99859999348),27940.622,39292.99858655
63692,STRATTON WALK PG,"0490DA797E8189AF","20250124001423",POINT (103.86696717182308 1.3792369849723438),POINT (31744.666500034604 40134.56030000481),31744.6665,40134.56032711
63693,DEDAP PLACE PG,"1CEE1B50167B8DCE","20250124001423",POINT (103.86841336325828 1.3877975742273796),POINT (31905.59550003387 41081.14930001781),31905.5955,41081.1493111
63694,SILAT AVENUE PARK,"3AB8B52B635F3320","20250124001423",POINT (103.82980087493317 1.2760758381481567),POINT (27608.507400034116 28727.50349984427),27608.50742445,28727.50354999
63695,LOWER SELETAR RESERVOIR PARK,"47E9DFF380A809CA","20250124001423",POINT (103.82889324908156 1.4074398977579141),POINT (27507.522200033298 43253.06950004785),27507.52223398,43253.06954999
63696,BEGONIA RD PG,"335913F579147679","20250124001423",POINT (103.8632895690186 1.3878196998361432),POINT (31335.383400033643 41083.588000017684),31335.38335704,41083.58799998
63697,LAKESIDE GROVE PLAYGROUND,D25DCB92A3497EA6,"20250205023430",POINT (103.71859444248109 1.3400730144092117),POINT (15232.428500033751 35804.28069994403),15232.42845,35804.28068374
63698,SUNRISE DR PG II,"2B52E6A4EB0147EA","20250124001423",POINT (103.85525165964455 1.3903014178123845),POINT (30440.86550003374 41357.9940000229),30440.8655,41357.9939814
63699,GREENWAY SOUTH,E9703D0467D299AA,"20250124001423",POINT (103.87206082493839 1.3351785173592499),POINT (32311.604300033985 35262.80719993608),32311.60426536,35262.80724999
63700,ENG KONG GARDEN PG,"1513841BD9D8C99E","20250124001423",POINT (103.76916336188069 1.3369237422726794),POINT (20860.203500034586 35455.84459993856),20860.2035,35455.84455009
63701,OPERA ESTATE FOOTBALL FIELD,"87F168AD72F91F71","20250124001423",POINT (103.9244561275522 1.3201011447747928),POINT (38142.715100035464 33595.78049991331),38142.71505,33595.78051571
63702,PASIR RIS TOWN PK,"236BA1D25260C60F","20250124001423",POINT (103.95240633384716 1.371689215460841),POINT (41253.024400034315 39300.26949999345),41253.0244,39300.26946728
63703,LENGKONG ENAM PARK,"0C376362C209B7C3","20250124001423",POINT (103.91473692531704 1.3273640908163542),POINT (37061.0361000344 34398.843099924445),37061.03605,34398.84307756
63704,ISTANA PK,"536766C3F3199B21","20250124001423",POINT (103.8439884144354 1.299264000569126),POINT (29187.457300033795 31291.532999880434),29187.45734765,31291.53299999
63705,JALAN TEKUKOR PLAYGROUND,"05BAD54F22338C6A","20250124001423",POINT (103.76677601808633 1.346137895579081),POINT (20594.54500003366 36474.70629995313),20594.545,36474.70630684
63706,HOOVER PARK (LOR PISANG HIJAU PLAYGROUND),"69A9AE63EA366FE9","20250124001423",POINT (103.77302025529794 1.3438755095023098),POINT (21289.454000034246 36224.52499995024),21289.45398653,36224.52504999
63707,HIGHGATE WALK PLAYGROUND,E5CE4A8B9C6408FE,"20250124001423",POINT (103.76592436149278 1.3404171846143642),POINT (20499.747500034755 35842.14149994443),20499.74753098,35842.14149999
63708,SAVOY PK PG,"0F245030F9136859","20250124001423",POINT (103.76992667231652 1.333414485385835),POINT (20945.141900033763 35067.80649993454),20945.1418806,35067.80654999
63709,BURGUNDY CRESCENT PLAYGROUND,"666DB175C08532ED","20250124001423",POINT (103.7609050344812 1.3398270199083968),POINT (19941.1481000339 35776.89999994397),19941.14805,35776.89998738
63710,GEYLANG EAST PK,"8EF37D2D7C4D700C","20250124001423",POINT (103.88765907111089 1.3217717845209322),POINT (34047.55800003356 33780.391599915325),34047.558,33780.39163409
63711,GREENFIELD DR PG,F439865CCAAE7A65,"20250124001423",POINT (103.91765634990739 1.3130354768413108),POINT (37385.99240003395 32814.46769990286),37385.9924,32814.46774377
63712,BANGSAWAN PK,"3CDD8EB41ACC7007","20250124001423",POINT (103.92383794558943 1.3212075676311263),POINT (38073.91300003443 33718.12069991458),38073.913,33718.12072995
63713,PULAU UNUM,"81A46876BEA1FD17","20250124001423",POINT (104.05378181778914 1.433032863225724),POINT (52534.29200003388 46084.19040008894),52534.29195,46084.19040905
63714,BETING BRONOK,"4A43C541C02F70BD","20250124001423",POINT (104.04685703680678 1.4370477517520357),POINT (51763.621400034055 46528.066700094874),51763.62135,46528.06667511
63715,DAIRY FARM NATURE PARK,E92F6EC204075EBB,"20250124001423",POINT (103.77355529295433 1.3626384775861982),POINT (21349.049000035386 38299.23789997908),21349.04895,38299.237881
63716,SUNGEI BULOH WETLAND RESERVE,EC44DB24C0EE7D75,"20250124001423",POINT (103.72452299950963 1.4447381191641717),POINT (15892.748500033491 47377.60840010674),15892.74848957,47377.6084
63717,KRANJI COASTAL NATURE PARK,"2C10C30238C16C5F","20250124001423",POINT (103.73491029435843 1.4434944428093048),POINT (17048.687700033148 47240.0360001049),17048.68768669,47240.036
63718,SUNGEI BULOH SOUTHERN EXTENSION,"2B93EB4029B9EC21","20250124001423",POINT (103.71979436257165 1.436285059352651),POINT (15366.477700035575 46442.93540009323),15366.47765,46442.93538156
63719,MARIAM WAY PG,"6FDA4FE92D979650","20250124001423",POINT (103.96623348811329 1.3619451550129091),POINT (42791.881400034006 38222.89899997813),42791.8814228,38222.89899998
63720,BEDOK TERRACE PG,A571ECDDFCE81EEE,"20250124001423",POINT (103.94750561924357 1.3255436014302426),POINT (40707.87280003363 34197.68649992123),40707.872787,34197.68654999
63721,LORONG MELAYU PARK,"8928CC565D008130","20250124001423",POINT (103.90932502642964 1.3239981939637018),POINT (36458.75770003554 34026.63999991964),36458.7577065,34026.63999999
63722,COUNTRYSIDE PG,C90AB130B36DCC44,"20250124001423",POINT (103.8384079546499 1.390187591950426),POINT (28566.381100034956 41345.39700002168),28566.38108947,41345.39699999
63723,BANYAN VILLAS PG,"433066A008AE776B","20250124001423",POINT (103.83885324901108 1.3872785047325376),POINT (28615.937300033675 41023.72500001691),28615.93733365,41023.72504999
63724,THONG SOON GREEN PG,F4AEFB2CA81E26B9,"20250124001423",POINT (103.81838893422373 1.4000547089160098),POINT (26338.532400033193 42436.457500036646),26338.53237573,42436.45749998
63725,HONG LIM PK,F4321D91E9FDC45C,"20250124001423",POINT (103.84705068432152 1.2863319638676785),POINT (29528.26830003317 29861.576699860656),29528.26828891,29861.57674999
63726,CONEY ISLAND PARK,"49B160E3664919B8","20250124001423",POINT (103.92150970647593 1.409458552511285),POINT (37814.44490003314 43476.46740005123),37814.4448947,43476.46739999
63727,PUNGGOL PK,B01388FC870F83D3,"20250124001423",POINT (103.89864411031115 1.3769375783384572),POINT (35269.920700033064 39880.37670000205),35269.92065,39880.37670766
63728,MENG SUAN INTERIM PARK,"72A4F71B9A210D89","20250129001201",POINT (103.8153889905296 1.4029937884455688),POINT (26004.68170003399 42761.44840004181),26004.6817,42761.44838453
63729,WATTEN HEIGHTS PG,"8E7CFA4AB7DB077A","20250124001423",POINT (103.80818355774429 1.3315101656981838),POINT (25202.732600033505 34857.15999993082),25202.73262155,34857.15999999
63730,NAMLY PK,"13DCE76525ADD13C","20250124001423",POINT (103.79658146709734 1.3232989310283847),POINT (23911.526500034102 33949.219799917126),23911.5265,33949.21977888
